Country,Export,Import,Total Trade,Trade Balance,Financial Year(start),Mean
BAHAMAS,9.35,0.21,9.57,9.14,2005,9.355
UZBEKISTAN,9.39,10.58,19.98,-1.19,2000,9.395
ECUADOR,9.43,7.7,17.14,1.73,2000,9.435
BELIZE,9.43,0.5,9.93,8.94,2020,9.434999999999999
GIBRALTAR,9.44,,,,2008,0.0
ERITREA,9.46,0,9.46,9.46,2020,9.46
GUINEA,9.5,4.76,14.26,4.74,1999,9.5
LATVIA,9.52,12.19,21.7,-2.67,1998,9.515
BHUTAN,9.56,6.13,15.69,3.43,1998,9.56
LUXEMBOURG,9.59,41.81,51.41,-32.22,2014,9.594999999999999
FIJI IS,9.61,0,9.61,9.61,1998,9.61
ARUBA,9.63,0.55,10.18,9.09,2018,9.635
LITHUANIA,9.7,10.32,20.02,-0.61,1999,9.705
BOLIVIA,9.71,7.4,17.11,2.32,2008,9.715
GUINEA BISSAU,9.76,158.38,168.14,-148.61,2014,9.764999999999986
COMOROS,9.76,2.06,11.82,7.7,2007,9.76
BOLIVIA,9.77,3.36,13.13,6.41,2009,9.77
MONGOLIA,9.78,1.99,11.77,7.78,2016,9.775
SLOVAK REP,9.81,6.96,16.77,2.85,2000,9.81
CAMEROON,9.82,5.9,15.73,3.92,2000,9.825
BURKINA FASO,9.87,12.71,22.58,-2.84,2001,9.87
ARUBA,9.87,0.3,10.17,9.56,2019,9.865
NAMIBIA,9.88,0.19,10.07,9.69,2001,9.879999999999999
MADAGASCAR,9.92,2.99,12.92,6.93,1998,9.925
UZBEKISTAN,9.94,12.97,22.91,-3.03,1999,9.94
CROATIA,10.02,0.64,10.66,9.38,2002,10.02
ICELAND,10.05,10.41,20.46,-0.36,2019,10.05
SEYCHELLES,10.08,0.07,10.15,10.01,2003,10.08
LITHUANIA,10.09,5.59,15.68,4.5,2002,10.09
NETHERLANDANTIL,10.12,1.25,11.37,8.87,2007,10.12
CONGO D. REP.,10.12,144.71,154.83,-134.59,2009,10.120000000000005
REUNION,10.15,7.77,17.92,2.37,2022,10.145000000000001
HAITI,10.18,1.02,11.21,9.16,2004,10.185
BARBADOS,10.19,0.17,10.36,10.03,2014,10.195
MALAWI,10.24,0.44,10.68,9.8,1998,10.24
ESTONIA,10.24,0.72,10.95,9.52,2004,10.235
NEW CALEDONIA,10.25,9.65,19.9,0.6,2017,10.25
PAPUA N GNA,10.26,0.06,10.32,10.2,2001,10.26
TURKMENISTAN,10.29,5.4,15.7,4.89,2002,10.295
C AFRI REP,10.29,0.38,10.67,9.91,2016,10.29
SWAZILAND,10.36,37.47,47.82,-27.11,2007,10.355
GABON,10.36,42.8,53.16,-32.45,2004,10.354999999999997
SURINAME,10.43,4.4,14.83,6.03,2011,10.43
BRUNEI,10.43,227.24,237.67,-216.81,2007,10.429999999999993
SLOVENIA,10.47,5.72,16.19,4.75,1997,10.47
MOLDOVA,10.47,0.52,10.99,9.95,2013,10.469999999999999
SURINAME,10.5,45.92,56.42,-35.42,2016,10.5
BARBADOS,10.5,0.17,10.67,10.33,2015,10.5
MALTA,10.52,0.04,10.57,10.48,2000,10.525
SOUTH SUDAN,10.53,89.97,100.5,-79.43,2018,10.534999999999997
MACEDONIA,10.54,0.71,11.25,9.83,2008,10.54
COSTA RICA,10.54,5.29,15.84,5.25,2002,10.545
GABON,10.55,22.45,32.99,-11.9,2003,10.545000000000002
PARAGUAY,10.57,0.75,11.31,9.82,2003,10.565000000000001
JAMAICA,10.57,0.15,10.72,10.42,2002,10.57
GUINEA BISSAU,10.61,174.34,184.95,-163.73,2021,10.61
BELARUS,10.61,12.32,22.93,-1.72,2004,10.605
SEYCHELLES,10.62,0.58,11.2,10.04,2004,10.62
SEYCHELLES,10.62,1.15,11.77,9.48,2005,10.625
NICARAGUA,10.63,5.49,16.12,5.14,2005,10.63
RWANDA,10.64,0.04,10.68,10.6,2005,10.64
LUXEMBOURG,10.67,16.1,26.77,-5.44,2005,10.665
GUINEA BISSAU,10.68,256.2,266.89,-245.52,2017,10.684999999999988
AZERBAIJAN,10.68,0.22,10.89,10.46,2001,10.675
PAPUA N GNA,10.69,277.35,288.04,-266.67,2006,10.685000000000002
BR VIRGN IS,10.69,16.83,27.52,-6.13,2018,10.695
ERITREA,10.72,0.25,10.97,10.47,2003,10.72
BURUNDI,10.73,0.04,10.76,10.69,2005,10.725
GUINEA BISSAU,10.76,123.79,134.55,-113.03,2018,10.760000000000005
NEW CALEDONIA,10.77,21.38,32.15,-10.61,2014,10.77
EQUTL GUINEA,10.77,755.64,766.41,-744.87,2017,10.769999999999982
BOTSWANA,10.78,0.14,10.92,10.64,2005,10.780000000000001
TRINIDAD,10.79,0.14,10.92,10.65,2001,10.785
MADAGASCAR,10.79,0.38,11.17,10.41,2000,10.79
MACEDONIA,10.79,19.92,30.7,-9.13,2013,10.785
KYRGHYZSTAN,10.79,0.01,10.79,10.78,1997,10.785
MALAWI,10.85,0.53,11.38,10.31,1997,10.845
BOTSWANA,10.85,0.06,10.9,10.79,2006,10.844999999999999
GUINEA BISSAU,10.88,140.2,151.09,-129.32,2012,10.885000000000005
HAITI,10.89,0.04,10.94,10.85,2002,10.895
ICELAND,10.91,6.22,17.13,4.7,2020,10.915
EQUTL GUINEA,10.92,972.88,983.8,-961.96,2019,10.919999999999959
NETHERLANDANTIL,10.94,0.06,10.99,10.88,2005,10.935
SIERRA LEONE,10.96,4.15,15.11,6.82,2002,10.965
KYRGHYZSTAN,10.97,0.56,11.52,10.41,2001,10.965
DJIBOUTI,10.98,0.22,11.2,10.76,1999,10.98
COMOROS,10.98,2.96,13.94,8.02,2011,10.98
SLOVAK REP,10.99,11.39,22.38,-0.39,2002,10.995
LESOTHO,10.99,,,,2021,0.0
ECUADOR,11.04,4.6,15.65,6.44,2001,11.045
EQUTL GUINEA,11.07,167.55,178.62,-156.47,2007,11.075000000000003
BARBADOS,11.1,0.61,11.71,10.5,2020,11.105
BULGARIA,11.12,8.45,19.57,2.67,2002,11.120000000000001
GUYANA,11.15,21.25,32.4,-10.1,2005,11.149999999999999
CONGO D. REP.,11.15,0.09,11.24,11.06,2003,11.15
IRAQ,11.2,185.41,196.61,-174.21,1997,11.200000000000003
SURINAME,11.21,0.86,12.07,10.35,2007,11.21
EQUTL GUINEA,11.24,797.85,809.1,-786.61,2016,11.245000000000005
LUXEMBOURG,11.25,14.66,25.91,-3.41,2022,11.25
DOMINIC REP,11.26,0.43,11.69,10.83,1999,11.26
CAMBODIA,11.29,1.12,12.41,10.18,2001,11.295
LIBERIA,11.32,6.55,17.87,4.77,2000,11.32
FIJI IS,11.34,11.34,,,2000,0.0
TRINIDAD,11.36,2.62,13.98,8.74,1997,11.36
NETHERLANDANTIL,11.37,0.2,11.58,11.17,2003,11.375
ROMANIA,11.38,48.42,59.81,-37.04,2001,11.385000000000002
NICARAGUA,11.38,0.2,11.58,11.18,2004,11.379999999999999
LUXEMBOURG,11.39,53.24,64.63,-41.84,2017,11.394999999999996
DOMINIC REP,11.39,0.1,11.5,11.29,2000,11.395
EQUTL GUINEA,11.42,0.12,11.55,11.3,2010,11.425
ICELAND,11.44,3.69,15.13,7.75,2006,11.440000000000001
LUXEMBOURG,11.48,46.08,57.56,-34.6,2016,11.48
NEW CALEDONIA,11.5,1.81,13.31,9.69,2020,11.5
ALBANIA,11.5,0.12,11.62,11.39,2010,11.504999999999999
BULGARIA,11.54,13.05,24.59,-1.5,2000,11.545
LUXEMBOURG,11.56,24.83,36.39,-13.28,2008,11.555
BOSNIA-HRZGOVIN,11.57,1.66,13.23,9.9,2013,11.565000000000001
MOLDOVA,11.58,1,12.58,10.58,2020,11.58
ANGOLA,11.58,,,,1997,0.0
HONDURAS,11.62,0.34,11.96,11.29,2001,11.625
LUXEMBOURG,11.64,9.69,21.33,1.94,2004,11.635
AZERBAIJAN,11.67,0.13,11.81,11.54,2000,11.675
LUXEMBOURG,11.7,35.45,47.14,-23.75,2007,11.695
LUXEMBOURG,11.74,46.16,57.9,-34.42,2013,11.739999999999998
ICELAND,11.77,5.71,17.48,6.06,2021,11.77
EQUTL GUINEA,11.89,634.12,646.01,-622.24,2018,11.884999999999991
MALTA,11.91,0.13,12.04,11.77,2001,11.905
CUBA,11.91,3.32,15.23,8.6,2005,11.915
FR POLYNESIA,11.95,0.02,11.98,11.93,2011,11.955
ECUADOR,11.95,2.12,14.07,9.83,2002,11.95
BAHAMAS,11.96,77.23,89.19,-65.28,2015,11.954999999999998
HONDURAS,11.99,,,,2003,0.0
EL SALVADOR,12,2.06,14.06,9.93,2005,11.995000000000001
CHAD,12,0.57,12.57,11.43,2010,12.0
PARAGUAY,12.01,2.77,14.78,9.24,2004,12.01
NIGER,12.02,,,,1998,0.0
MACAO,12.04,20.11,32.15,-8.07,2021,12.04
SURINAME,12.06,0.88,12.95,11.18,2010,12.065
UNION OF SERBIA & MONTENEGRO,12.09,1.72,13.81,10.36,2006,12.085
EL SALVADOR,12.12,5.86,17.97,6.26,2007,12.114999999999998
ALBANIA,12.14,0.18,12.32,11.96,2008,12.14
ROMANIA,12.18,21.67,33.85,-9.48,2000,12.185
GUYANA,12.18,10.66,22.84,1.53,2008,12.185
DOMINIC REP,12.22,1.74,13.97,10.48,2003,12.225000000000001
BELARUS,12.22,37.86,50.08,-25.64,2005,12.219999999999999
LIBERIA,12.26,11.74,24,0.52,1999,12.26
AZERBAIJAN,12.28,3.02,15.3,9.25,2003,12.275
BARBADOS,12.35,0.18,12.53,12.17,2016,12.35
TAJIKISTAN,12.4,9.81,22.21,2.59,2007,12.4
GUINEA BISSAU,12.42,235.64,248.05,-223.22,2011,12.415000000000006
BARBADOS,12.43,1.74,14.18,10.69,2018,12.434999999999999
EQUTL GUINEA,12.44,885.56,898,-873.13,2021,12.435000000000002
BARBADOS,12.46,0.12,12.58,12.33,2022,12.455
PANAMA C Z,12.47,,,,1999,0.0
ZIMBABWE,12.5,18.49,30.98,-5.99,2001,12.495000000000001
NEW CALEDONIA,12.52,27.07,39.6,-14.55,2012,12.525
KYRGHYZSTAN,12.57,0.21,12.78,12.35,2022,12.565
ROMANIA,12.58,20.09,32.67,-7.51,1999,12.580000000000002
LUXEMBOURG,12.6,30.49,43.09,-17.89,2020,12.600000000000001
ALBANIA,12.63,141.15,153.78,-128.52,2011,12.629999999999995
BURUNDI,12.64,0.73,13.37,11.91,2009,12.64
HONDURAS,12.72,0,12.72,12.71,1999,12.715
ICELAND,12.73,3.5,16.23,9.22,2008,12.725000000000001
UNION OF SERBIA & MONTENEGRO,12.74,5.76,18.5,6.98,2009,12.74
BARBADOS,12.74,0.2,12.94,12.54,2017,12.739999999999998
BARBADOS,12.76,1.48,14.24,11.28,2019,12.76
LESOTHO,12.77,12.77,,,2005,0.0
SIERRA LEONE,12.78,6.47,19.24,6.31,2003,12.774999999999999
AFGHANISTAN,12.81,28.14,40.95,-15.33,1998,12.810000000000002
UZBEKISTAN,12.83,1.67,14.5,11.17,1998,12.835
SURINAME,12.86,43.33,56.18,-30.47,2015,12.855
DOMINIC REP,12.86,,,,2001,0.0
NETHERLANDANTIL,12.87,1.08,13.95,11.79,2006,12.87
MACEDONIA,12.87,7.08,19.95,5.78,2015,12.865
FR S ANT TR,12.87,0,12.88,12.87,2005,12.875
NIGER,12.89,0.08,12.97,12.81,1999,12.89
SEYCHELLES,12.9,0.75,13.65,12.15,2006,12.9
ICELAND,12.91,2.3,15.21,10.62,2004,12.915
SWAZILAND,12.93,0.45,13.38,12.48,2002,12.93
LATVIA,12.97,0.86,13.83,12.11,1999,12.969999999999999
RWANDA,13,0.67,13.66,12.33,2007,12.995000000000001
CHAD,13.01,0.98,13.99,12.03,2007,13.01
TAJIKISTAN,13.03,0.06,13.09,12.97,2022,13.030000000000001
ICELAND,13.05,6.32,19.37,6.74,2005,13.055
BOSNIA-HRZGOVIN,13.1,3.32,16.43,9.78,2016,13.105
LAO PD RP,13.11,0.22,13.33,12.89,2010,13.11
SIERRA LEONE,13.12,2.27,15.4,10.85,2004,13.125
GUATEMALA,13.12,0.96,14.08,12.15,2001,13.115
MADAGASCAR,13.17,2.2,15.37,10.97,2001,13.17
CANARY IS,13.21,,,,1998,0.0
GUYANA,13.22,14.76,27.98,-1.54,2006,13.22
COTE D' IVOIRE,13.25,51.64,64.89,-38.4,1997,13.245000000000001
DJIBOUTI,13.28,0.02,13.31,13.26,1998,13.285
MALTA,13.33,33.22,46.55,-19.89,1997,13.329999999999998
BHUTAN,13.33,13.44,26.77,-0.11,1997,13.33
UNION OF SERBIA & MONTENEGRO,13.35,4.27,17.62,9.07,2007,13.345
GUINEA,13.36,4.49,17.85,8.86,2000,13.355
EL SALVADOR,13.37,5.37,18.73,8,2009,13.365
LESOTHO,13.41,,,,2004,0.0
JAMAICA,13.43,2.65,16.08,10.78,2004,13.43
SURINAME,13.46,1.2,14.66,12.26,2008,13.46
BELIZE,13.48,1.36,14.84,12.12,2017,13.48
GAMBIA,13.55,0.52,14.07,13.04,2001,13.555
CAMEROON,13.62,8.83,22.45,4.79,2001,13.62
GUYANA,13.63,15.89,29.52,-2.26,2007,13.629999999999999
GAMBIA,13.66,3.77,17.43,9.89,2003,13.66
MAURITANIA,13.67,0.01,13.68,13.66,2000,13.67
LATVIA,13.68,4.43,18.11,9.25,2000,13.68
COMOROS,13.7,6.59,20.29,7.11,2013,13.7
NAMIBIA,13.72,0.01,13.73,13.71,1998,13.72
ICELAND,13.76,3.81,17.57,9.95,2007,13.76
RWANDA,13.78,1.64,15.42,12.14,2006,13.780000000000001
KYRGHYZSTAN,13.8,1.82,15.61,11.98,1999,13.795
ESTONIA,13.86,9.02,22.88,4.84,2005,13.86
MACAO,13.89,8.3,22.19,5.6,2017,13.895
MARSHALL ISLAND,14,0.11,14.11,13.89,2017,14.0
UNION OF SERBIA & MONTENEGRO,14.06,13.27,27.33,0.78,2008,14.055
GAMBIA,14.06,4.52,18.59,9.54,2002,14.065
ERITREA,14.06,230.68,244.73,-216.62,2014,14.054999999999993
BURUNDI,14.06,0.71,14.77,13.35,2008,14.059999999999999
FIJI IS,14.11,0.01,14.11,14.1,2001,14.105
ECUADOR,14.13,5.84,19.97,8.29,2003,14.129999999999999
LUXEMBOURG,14.19,44.4,58.59,-30.21,2003,14.190000000000001
EQUTL GUINEA,14.19,286.79,300.98,-272.6,2020,14.189999999999998
BELIZE,14.27,0.96,15.23,13.31,2019,14.27
PAPUA N GNA,14.28,95.2,109.48,-80.92,2004,14.280000000000001
BELIZE,14.3,0.21,14.51,14.1,2010,14.305
CHAD,14.32,0.33,14.64,13.99,2022,14.315000000000001
NIGER,14.33,5.31,19.63,9.02,2006,14.325
CONGO P REP,14.35,2.33,16.68,12.02,1997,14.35
ALGERIA,14.36,17.06,31.41,-2.7,1999,14.355
BELARUS,14.41,93.61,108.02,-79.2,2006,14.409999999999997
GUATEMALA,14.43,0.92,15.36,13.51,1999,14.434999999999999
LESOTHO,14.44,0.6,15.04,13.83,2009,14.434999999999999
GUINEA BISSAU,14.44,61.67,76.11,-47.23,2000,14.440000000000001
GUINEA BISSAU,14.47,198.17,212.64,-183.7,2015,14.469999999999999
MACEDONIA,14.51,9.05,23.56,5.46,2014,14.51
BELIZE,14.51,1.01,15.52,13.5,2015,14.51
LUXEMBOURG,14.56,67.39,81.95,-52.83,2021,14.560000000000002
MALI,14.62,8.69,23.31,5.93,1999,14.62
MADAGASCAR,14.63,3.94,18.58,10.69,2002,14.634999999999998
NAMIBIA,14.65,20.77,35.42,-6.12,2005,14.65
LAO PD RP,14.65,0.8,15.45,13.85,2021,14.649999999999999
PUERTO RICO,14.67,4.97,19.64,9.7,2004,14.67
KYRGHYZSTAN,14.67,0.47,15.13,14.2,2002,14.665
BELARUS,14.75,53.04,67.79,-38.29,2022,14.750000000000004
PAPUA N GNA,14.8,195.34,210.14,-180.54,2007,14.799999999999997
TUNISIA,14.83,145.43,160.26,-130.59,1997,14.834999999999994
REUNION,14.87,3.31,18.18,11.55,2005,14.865
MACEDONIA,14.88,24.13,39.02,-9.25,2016,14.885000000000002
GUYANA,14.88,0.98,15.86,13.9,2022,14.879999999999999
NICARAGUA,14.89,0.07,14.96,14.81,2006,14.885000000000002
GAMBIA,14.89,11.52,26.41,3.37,2004,14.89
SLOVENIA,14.92,21.88,36.81,-6.96,2000,14.925
TOKELAU IS,14.94,0.01,14.96,14.93,2010,14.945
ALBANIA,14.96,2.56,17.51,12.4,2022,14.955000000000002
LAO PD RP,14.97,89.26,104.24,-74.29,2011,14.974999999999994
BURKINA FASO,14.98,5.56,20.54,9.43,2006,14.985
EQUTL GUINEA,15.01,749.38,764.4,-734.37,2014,15.014999999999986
SOMALIA,15.03,14.31,29.34,0.72,2001,15.03
ZIMBABWE,15.06,8.34,23.4,6.73,2000,15.065
BOSNIA-HRZGOVIN,15.09,1.92,17.01,13.17,2020,15.09
SLOVENIA,15.11,4.31,19.42,10.8,1998,15.110000000000001
KAZAKHSTAN,15.13,36.03,51.16,-20.9,1997,15.129999999999999
UZBEKISTAN,15.14,27.7,42.84,-12.56,2003,15.14
ANGOLA,15.15,,,,2000,0.0
NEW CALEDONIA,15.2,0.23,15.43,14.97,2019,15.2
BELIZE,15.23,0.52,15.75,14.71,2016,15.23
BELIZE,15.25,0.5,15.75,14.75,2021,15.25
TURKMENISTAN,15.26,10.87,26.12,4.39,2004,15.255
CONGO D. REP.,15.26,117.06,132.32,-101.8,2008,15.259999999999998
HONDURAS,15.29,0.06,15.35,15.23,2000,15.29
GAMBIA,15.31,,,,1997,0.0
BOSNIA-HRZGOVIN,15.32,3.33,18.64,11.99,2019,15.315000000000001
ROMANIA,15.33,61.43,76.76,-46.11,1997,15.325000000000003
BOSNIA-HRZGOVIN,15.37,8.75,24.12,6.62,2017,15.370000000000001
GAMBIA,15.39,0.78,16.17,14.62,1998,15.395
GAMBIA,15.4,0.24,15.64,15.16,2000,15.4
MONGOLIA,15.53,8.75,24.27,6.78,2013,15.525
SURINAME,15.67,6.48,22.15,9.18,2005,15.665
TAJIKISTAN,15.71,16.85,32.57,-1.14,2009,15.715
BOLIVIA,15.71,6.69,22.4,9.02,2010,15.709999999999999
MONGOLIA,15.73,18.22,33.95,-2.48,2008,15.735000000000001
COMOROS,15.75,7.03,22.78,8.72,2006,15.75
ZIMBABWE,15.83,14.04,29.88,1.79,2002,15.834999999999999
GABON,15.93,221.87,237.8,-205.94,2022,15.930000000000007
GAMBIA,15.96,0.63,16.59,15.32,1999,15.955
TOGO,16.03,14.23,30.26,1.8,1999,16.03
GUYANA,16.04,9.24,25.28,6.8,2010,16.04
FIJI IS,16.06,0.01,16.07,16.05,2022,16.060000000000002
COSTA RICA,16.06,37.86,53.92,-21.8,2005,16.060000000000002
BURUNDI,16.12,0.24,16.36,15.88,2010,16.12
BURKINA FASO,16.12,9.59,25.71,6.53,2002,16.12
LIBERIA,16.13,4.03,20.16,12.09,2003,16.125
FIJI IS,16.14,0.04,16.18,16.1,1999,16.14
DOMINIC REP,16.18,0.12,16.3,16.07,2002,16.185000000000002
BARBADOS,16.19,0.84,17.03,15.35,2021,16.19
DJIBOUTI,16.22,0.74,16.96,15.48,2001,16.22
SURINAME,16.26,1.47,17.73,14.78,2009,16.255
MONGOLIA,16.27,1.3,17.56,14.97,2019,16.265
GUYANA,16.3,8.32,24.62,7.98,2009,16.3
LATVIA,16.33,0.43,16.76,15.91,2003,16.335
HAITI,16.33,0.29,16.62,16.04,2005,16.33
NIGER,16.34,12.35,28.69,3.98,2022,16.335
PARAGUAY,16.38,4.21,20.59,12.17,2005,16.38
CHAD,16.43,3.89,20.32,12.55,2008,16.435000000000002
ERITREA,16.45,4.85,21.3,11.61,2013,16.455
COSTA RICA,16.48,35.47,51.94,-18.99,2004,16.475
GABON,16.58,42.09,58.68,-25.51,2005,16.585
SURINAME,16.67,1.09,17.76,15.58,2006,16.67
CROATIA,16.68,7.45,24.13,9.23,2003,16.68
MALI,16.69,13.31,30,3.38,2000,16.69
GABON,16.7,115.85,132.55,-99.15,2006,16.700000000000003
TAJIKISTAN,16.71,17.47,34.17,-0.76,2008,16.705000000000002
ICELAND,16.72,4.68,21.4,12.04,2016,16.72
NEW CALEDONIA,16.76,6.78,23.54,9.98,2010,16.759999999999998
EL SALVADOR,16.78,5.84,22.62,10.95,2008,16.785
GAMBIA,16.8,12.9,29.7,3.9,2005,16.8
UNION OF SERBIA & MONTENEGRO,16.83,3.64,20.47,13.19,2003,16.83
SLOVAK REP,16.85,10.62,27.47,6.23,2003,16.85
ERITREA,16.86,6.47,23.33,10.39,2008,16.86
URUGUAY,16.89,4.66,21.55,12.23,2002,16.89
LUXEMBOURG,16.92,31.4,48.32,-14.48,2006,16.92
LAO PD RP,16.93,20.05,36.98,-3.12,2009,16.93
BOTSWANA,16.98,0,16.98,16.98,2007,16.98
BELIZE,16.98,0.65,17.64,16.33,2018,16.985
BOSNIA-HRZGOVIN,17,3.03,20.03,13.97,2021,17.0
COMOROS,17.01,15.1,32.1,1.91,2015,17.005
ALGERIA,17.06,0.58,17.64,16.49,1997,17.064999999999998
ICELAND,17.08,9.97,27.05,7.11,2009,17.080000000000002
BOSNIA-HRZGOVIN,17.08,2.45,19.54,14.63,2018,17.085
SURINAME,17.12,34.14,51.26,-17.01,2020,17.125
EQUTL GUINEA,17.15,206.02,223.17,-188.87,2011,17.14999999999999
EQUTL GUINEA,17.24,301.82,319.06,-284.58,2013,17.24000000000001
TURKS C IS,17.27,0.01,17.28,17.27,2003,17.275
SEYCHELLES,17.28,3.96,21.24,13.32,2022,17.28
SAHARWI A.DM RP,17.29,,,,2009,0.0
ZAMBIA,17.32,39.1,56.42,-21.78,1998,17.32
SIERRA LEONE,17.35,0.44,17.78,16.91,2001,17.345
SURINAME,17.36,31.93,49.29,-14.57,2021,17.36
SURINAME,17.38,92.76,110.14,-75.37,2017,17.384999999999998
SOMALIA,17.38,4.06,21.44,13.32,2009,17.380000000000003
MACEDONIA,17.38,46.61,63.99,-29.23,2017,17.380000000000003
LATVIA,17.42,1.1,18.52,16.32,2004,17.42
ERITREA,17.42,0.12,17.54,17.3,2021,17.42
LIBERIA,17.46,43.11,60.57,-25.65,2001,17.46
ALBANIA,17.48,31.04,48.52,-13.57,2012,17.475
BAHAMAS,17.5,0.25,17.75,17.26,2007,17.505000000000003
EQUTL GUINEA,17.53,457.3,474.83,-439.77,2015,17.53
ROMANIA,17.55,43.21,60.77,-25.66,1998,17.555
SURINAME,17.58,0.96,18.53,16.62,2004,17.575000000000003
PAPUA N GNA,17.58,100.56,118.14,-82.98,2009,17.58
EL SALVADOR,17.58,2.49,20.07,15.08,2006,17.575
UZBEKISTAN,17.59,2.71,20.3,14.88,1997,17.59
KYRGHYZSTAN,17.59,4.43,22.02,13.16,2000,17.59
ICELAND,17.6,9.53,27.13,8.07,2003,17.6
SURINAME,17.62,210.87,228.49,-193.26,2014,17.61500000000001
LIBYA,17.64,2.94,20.58,14.7,2002,17.64
BRUNEI,17.64,397.52,415.16,-379.89,2008,17.63500000000002
GABON,17.67,21.02,38.69,-3.36,2002,17.665
COMOROS,17.76,11.3,29.05,6.46,2014,17.755
BOSNIA-HRZGOVIN,17.88,4.26,22.13,13.62,2014,17.875
GIBRALTAR,17.89,0.01,17.9,17.88,2006,17.89
LITHUANIA,17.92,10.8,28.72,7.12,2003,17.919999999999998
MAURITANIA,18.04,0.03,18.07,18.01,2003,18.04
GUINEA BISSAU,18.11,126.99,145.11,-108.88,2020,18.11500000000001
GUATEMALA,18.12,2.43,20.54,15.69,2002,18.115
CAMBODIA,18.13,0.24,18.38,17.89,2004,18.134999999999998
LESOTHO,18.25,4.36,22.61,13.89,2012,18.25
COMOROS,18.26,12.48,30.74,5.78,2020,18.259999999999998
LIBERIA,18.3,45.02,63.32,-26.71,2004,18.305
TAJIKISTAN,18.31,23.02,41.33,-4.72,2010,18.305
NAMIBIA,18.39,3.38,21.77,15.01,2006,18.39
ZIMBABWE,18.47,14.03,32.5,4.45,1999,18.475
ARMENIA,18.48,2.96,21.44,15.52,2009,18.48
SYRIA,18.54,3.02,21.56,15.52,2022,18.54
SIERRA LEONE,18.54,3.56,22.1,14.97,2005,18.535
MALI,18.55,0.08,18.63,18.47,1998,18.549999999999997
ICELAND,18.55,4.25,22.79,14.3,2015,18.545
SWAZILAND,18.57,7.03,25.61,11.54,2019,18.575
MALAWI,18.59,0.34,18.93,18.24,2000,18.585
CAMBODIA,18.6,0.28,18.88,18.32,2003,18.6
LESOTHO,18.64,1.13,19.77,17.5,2010,18.634999999999998
PANAMA C Z,18.67,,,,2001,0.0
GUATEMALA,18.69,0.07,18.76,18.63,2000,18.695
NETHERLANDANTIL,18.7,1.43,20.13,17.27,2008,18.7
LIBYA,18.73,10.38,29.12,8.35,2003,18.735
ALBANIA,18.73,198.8,217.53,-180.07,2013,18.730000000000004
LUXEMBOURG,18.76,36.62,55.39,-17.86,2010,18.765
NEW CALEDONIA,18.81,8.11,26.92,10.7,2021,18.810000000000002
TURKMENISTAN,18.83,12.35,31.18,6.48,2005,18.83
GEORGIA,18.83,6.74,25.57,12.09,2002,18.83
COMOROS,18.88,19.65,38.52,-0.77,2019,18.875
KOREA DP RP,18.96,90.2,109.15,-71.24,1998,18.955000000000005
AZERBAIJAN,18.97,247.47,266.43,-228.5,2022,18.965000000000003
MONGOLIA,18.98,0.42,19.4,18.55,2020,18.975
ERITREA,18.99,10.9,29.89,8.09,2012,18.990000000000002
GUINEA BISSAU,19.02,109.68,128.69,-90.66,2013,19.015
CUBA,19.15,14.54,33.69,4.61,2007,19.15
MARSHALL ISLAND,19.19,14.77,33.95,4.42,2006,19.185000000000002
SWAZILAND,19.2,9.6,28.8,9.6,2018,19.2
TURKMENISTAN,19.21,9.34,28.55,9.88,2003,19.215
NETHERLANDANTIL,19.22,4.07,23.3,15.15,2020,19.225
PUERTO RICO,19.26,7.31,26.57,11.96,2005,19.265
COMOROS,19.29,32.39,51.68,-13.1,2018,19.29
ALBANIA,19.42,50.76,70.18,-31.35,2014,19.415000000000003
URUGUAY,19.47,10.22,29.69,9.26,2003,19.475
MACEDONIA,19.54,24.08,43.63,-4.54,2018,19.545
TRINIDAD,19.64,7.36,27,12.28,2003,19.64
BOSNIA-HRZGOVIN,19.7,4.4,24.11,15.3,2015,19.705
ARMENIA,19.83,7.07,26.9,12.76,2010,19.83
CAMBODIA,19.84,0.61,20.45,19.23,2002,19.84
MAURITANIA,19.87,0.01,19.88,19.85,2001,19.865000000000002
ARMENIA,19.88,3.79,23.68,16.09,2007,19.884999999999998
ICELAND,19.89,6.63,26.51,13.26,2013,19.885
SOMALIA,19.93,26.65,46.58,-6.71,2002,19.935
ICELAND,19.93,4.69,24.62,15.24,2014,19.93
BURKINA FASO,19.93,2.69,22.62,17.24,2005,19.93
MONTENEGRO,19.96,0.16,20.12,19.8,2019,19.96
BRUNEI,19.96,20.12,40.08,-0.16,2022,19.96
MONTENEGRO,19.98,0.4,20.37,19.58,2020,19.975
ARMENIA,19.98,2.78,22.76,17.19,2008,19.975
PAPUA N GNA,19.99,229.77,249.75,-209.78,2008,19.985
SOUTH SUDAN,20.05,7.33,27.37,12.72,2019,20.045
SENEGAL,20.06,87.31,107.37,-67.25,1999,20.060000000000002
GUYANA,20.07,14.48,34.55,5.58,2016,20.064999999999998
SEYCHELLES,20.09,1.64,21.73,18.46,2009,20.095
C AFRI REP,20.13,0.18,20.31,19.95,2021,20.13
MALAWI,20.17,0.63,20.8,19.54,1999,20.17
JAMAICA,20.19,0.6,20.79,19.59,2006,20.189999999999998
TOGO,20.26,1.44,21.7,18.81,1998,20.255
SWAZILAND,20.26,33.01,53.28,-12.75,2009,20.265
CUBA,20.33,69.44,89.77,-49.1,2020,20.334999999999997
